Subject_ID,Subject_Description,Keywords
2084,Price level in region,"cost of living, Price level in region"
2085,Effects on health behavior,"salutogenic, preventive, Effects on health behavior"
2086,Attitude to modernity,"progressive, Attitude to modernity"
2087,Mental health care in nation,"therapy, prevention, treatment, Mental health care in nation"
2088,"Shape of happiness itself, difference on happy/unhappy people","configuration, pattern, Shape of happiness itself, difference on happy/unhappy people"
2089,Use of strengths,"VIA, Use of strengths"
2090,Living up to one's values,"value consistency, consonance, Living up to one's values"
2091,Work involvement,"engagement, commitment, passion, enthusiasm, flow, burn-out, Work involvement"
2092,Lived in an institution,"foster home, boarding school, orphanage, Lived in an institution"
2093,Regional difference in correlates of happiness,"conditions for happiness, contingences, Regional difference in correlates of happiness"
2094,Compactness,"density, crowding, sprawl, people per square kilometer, Compactness"
2095,Time pressure,"hurry, pace of life, Time pressure"
2096,Attitude to nature,"green attitude, environmentally conscious, Attitude to nature"
2097,Assets,"having, holding, possessions, property, gross wealth, Assets"
2098,Economic growth/decline in vicinity,"prosperity, development, decline, recession, business cycle, Economic growth/decline in vicinity"
2099,Happiness of working aged people in nations,"workforce, Happiness of working aged people in nations"
2100,Democracy in region,"referendum, Democracy in region"
2101,Anonymity,"presence of others, privacy, social desirability, Anonymity"
2102,School drop-out,"failure, School drop-out"
2103,Loss of an intimate,"bereavement, death, Loss of an intimate"
2104,Ruling ideology/party in nation,"conservative, liberal, socialist, regime,, Ruling ideology/party in nation"
2105,Moderators,"contingencies, difference in correlation across publics and situations, Moderators"
2106,Attitude to political issues,"political attitude, Attitude to political issues"
2107,Retrospective bias,"false memory, memory distortion, recollection, Retrospective bias"
2108,Polygamy,"multiple wives, men, bigamy, Polygamy"
2109,Segregation in vicinity,"discrimination, apartheid, exclusion, ghetto, Segregation in vicinity"
2110,Recommended policies,"advise, Recommended policies"
2111,Observed effects on happiness of policy on ….,"policy outcomes, policy effectiveness, hedonic revenue, Observed effects on happiness of policy on …."
2112,Social ties in vicinity,"social capital, local social cohesion, Social ties in vicinity"
2113,Employability,"(un)fit for work, job chance, Employability"
2114,Effect on self-focus,"introvert, self absorbed, self concerned, Effect on self-focus"
2115,Mood variability,"moodiness, stability, Mood variability"
2116,Workfare,"work therapy, Workfare"
2117,Self-employment in nation,"independent, one person company, Self-employment in nation"
2118,Effects on risk behavior,"dangerous, risky, Effects on risk behavior"
2119,Students,"pupil, in education, Students"
2120,Realism of goals,"feasibility, possibility, Realism of goals"
2121,Common events in nation,"festivities, festivals, happenings, collective experience, ritual, Common events in nation"
2122,Effects on satisfactions,"top-down effect, Effects on satisfactions"
2123,Accuracy of perception of effect on happiness,"hedonic forecast, realism, misprediction of utility, Accuracy of perception of effect on happiness"
2124,QOL in neighboring countries,"spill over, contagion, QOL in neighboring countries"
2125,Selectivity in panel drop-out,"quitting respondents, Selectivity in panel drop-out"
2126,Income in neighborhood,"reference income, Income in neighborhood"
2127,Perceived relative happiness,"comparative, happiness gap, Perceived relative happiness"
2128,Perceptiveness for happiness,"recognition of happiness in others, Perceptiveness for happiness"
2129,Engagement in new leisure activities,"leisure innovation, life style change, Engagement in new leisure activities"
2130,Effects on life change,"innovation, Effects on life change"
2131,Absence from work,"absenteeism, sick leave, Absence from work"
2132,Turnover,"job change, quit job, job mobility, Turnover"
2133,Child-care in nation,"kindergarten, nursery, Child-care in nation"
2134,Valuation of work in nation,"protestant ethic, work value, Valuation of work in nation"
2135,Job security,"tenure, Job security"
2136,Change consumer confidence in nation,"economic outlook, Change consumer confidence in nation"
2137,Approach/avoidance,"positive or negative goals, Approach/avoidance"
2138,Perceived ideal happiness for oneself: most desirable degree,"desired degree of happiness, Perceived ideal happiness for oneself: most desirable degree"
2139,Difference between ideal and real happiness,"happiness deficit, deprivation, Difference between ideal and real happiness"
2140,Perceived improvement of one's life,"better or worse, Perceived improvement of one's life"
2141,Sense of coherence,"comprehensibility, manageability, and meaningfulness, Sense of coherence"
2142,Government in region,"government consumption, Government in region"
2143,Openness of economy in vicinity,"accessible, connected, globalized, isolated, Openness of economy in vicinity"
2144,Ideological consumption,"value driven consumption, Ideological consumption"
2145,Green consumption,"sustainable consumption, environmental friendly, Green consumption"
2146,Summed domain satisfactions,"life aspect satisfactions, Summed domain satisfactions"
2147,Weighted vs unweighted sum-scores,"importance, relevance, Weighted vs unweighted sum-scores"
2148,Contested consumption,"debated, rejected, disapproved spending, Contested consumption"
2149,"Reviews of measures used in particular populations  (place, time, people)","state of the art, literature, Reviews of measures used in particular populations  (place, time, people)"
2150,Family values in nation,"family ideal, Family values in nation"
2151,Family values,", Family values"
2152,Water supply in vicinity,"local potable, tap water, Water supply in vicinity"
2153,Reputation of country of origin,"image, Reputation of country of origin"
2156,Debts,"loan, mortgage, ow, Debts"
2157,Attitudes to political issues,"political opinion, apolitical, Attitudes to political issues"
2158,Political use,"guide, compass, policy, rhetoric, Political use"
2160,Gambling,"betting, casino, gaming, lottery, Gambling"
2162,Ecological behavior,", Ecological behavior"
2163,Perceived discrimination,"prejudice, stereotype, social exclusion, Perceived discrimination"
2164,Genetic correlates,"gene, allele, polymorphism, Genetic correlates"
2165,Self-efficacy,"adequacy, locomotion, pragmatic, self confidence, Self-efficacy"
2166,Earlier intelligence,"child Iq, Earlier intelligence"
2167,Suburban,"residential, uptown, sleep town, outer, out-of-town, Suburban"
2168,Contact of adult children with parents,"inter generational contact, family relations, Contact of adult children with parents"
2169,Attitudes to work,"job satisfaction, work ethic, Attitudes to work"
2170,Valuation of competitiveness in nation,"achievement motivation, need to excel, win, Valuation of competitiveness in nation"
2171,Forgetful,"memory, Forgetful"
2172,Attitude to local environment,"sense of community, Attitude to local environment"
2174,Effects on trust in people,", Effects on trust in people"
2175,Difference expected and remembered happiness,", Difference expected and remembered happiness"
2176,Difference in conditions for happiness,"contextual, contingency, moderator, Difference in conditions for happiness"
2177,Religiousness in region,"church, faith, religion, spirituality, Religiousness in region"
2178,Social capital in region,"social cohesion, participation, Social capital in region"
2179,Mood state bias,"feeling bias, Mood state bias"
2180,Resilience,"hardiness, psychological strength, Resilience"
2182,Ethnic homogeneity in neighborhood,"local segregation, separation, ghetto, isolation, Ethnic homogeneity in neighborhood"
2183,Only child,"single child, one child family, Only child"
2184,Vitality,"active, healthy, interested, sparking, Vitality"
2186,Addiction (ICD code F10-F19),"alcohol, dependency, drugs, nicotine, stimulants, Addiction (ICD code F10-F19)"
2187,Effects on colleagues,"group morale, peer group, Effects on colleagues"
2188,Disasters in nation,"fire, flood, earthquake, typhoon, accident, Disasters in nation"
2189,Public/private sector,"state or market sector, Public/private sector"
2190,Valuation of family in nation,"familism, traditional, liberal, Valuation of family in nation"
2191,Creative behavior,"invention, problem solving, Creative behavior"
2192,Age composition in nation,"aging society, Age composition in nation"
2193,Genetic composition/distance in nation,"genetic variation, Genetic composition/distance in nation"
2194,Ethnic diversity in nation,"race difference, Ethnic diversity in nation"
