TITLE ORIGINAL,AUTHORS,PUBLICATION YEAR
"LA SATISFACCIÓN VITAL: SU RELACIÓN CON EL PREJUICIO, LA IDENTIDAD NACIONAL, LA AUTOESTIMA Y EL BIENESTAR MATERIAL, EN INMIGRANTES","Muñoz, J.M.","2012"
"La autoestima, la extraversión y el resentimiento como variables predictoras del bienestar subjetivo","Muñoz, J.M.; Castillo, M.A.","2018"
"El impacto de los hechos vitales en la satisfacción con la vida y el bienestar psicológico","Muratori, M.D.; Gisela, I.; Mele, S.V.","2010"
"Les Facteurs Déterminants du Bien-être Subjectif chez les Ménages Ruraux en Algérie","Mustapha, E.","2016"
"Felicidad y Satisfacción Subjetiva en los Colaboradores de una Empresa de Telecomunicaciones","Ñaupari, M.; Hidalgo, S.C.; Vilca, J.C.","2018"
"Relación Entre Género, Satisfacción Con La Vida Y Expectativas.","naVaRRo, l.e.; Felip, m.R.; PeRsonat, g.s.","2015"
"ECONOMIA DA FELICIDADE E POLITICA SOCIAL: CONTRIBUTOS DA CIÊNCIA COMPORTAMENTAL PARA ORIENTAÇÃO DA ACÇÃO PÚBLICA.","Niza, C.F.","2007"
"LA FELICIDAD EN JÓVENES UNIVERSITARIOS: ANÁLISIS EXPERIENCIAL Y CONCEPTUAL ","Nohales, P.S.; Lozanoa, B.S.; Alandetea, J.G.","2017"
"""türkiye’de Mutluluk Düzeyini Etkileyen Faktörler: Mekânsal Ekonometri Analizi1 (factors Affecting the Level of Happiness in Turkey: Spatial Econometry Analysis1)""","Ondes, H.","2019"
"Hacia una mejor comprensión de la satisfacción vital percibida","Orozco Dopico, F.J.","2201"
"Condicionantes de la satisfacción con la vida de los pueblos originarios en México","Noriega, J.V.; Hernández, G.B.; Quintana, J.T.","2017"
"Condicionantes de la satisfaccion con la vida de los pueblos originarios en Mexico","Noriega, J.V.; Hernández, G.B.; Quintana, J.T.","2017"
"(""condicionantes De La Satisfaccion Con La Vida De Los Pueblos Originarios En Mexico (conditions For Peoples Satisfaction With Life Originating In Mexico)"" )","Noriega, J.V.; Hernández, G.B.; Quintana, J.T.","2017"
"El bienestar subjetivo","Ortega Gaspar, M.; López Narbona, A.M.; Juárez, M.","2020"
"BIENESTAR SUBJETIVO Y PSICOLÓGICO, ESTILOS DE VIDA Y FACTORES SOCIODEMOGRÁFICOS","Ortiz dávila, L.C.","2014"
"Subjective Well-Being in Times of Covid-19: Positivity Bias","Otta, E.; Defelipe, R.; David, V.","2021"
"Diferencias en felicidad general entre las personas sin hogar","Panaderoa, S.; Vázquez, J.J.; Guillén, A.I.","2013"
"UNA REVISIÓN CONCEPTUAL DE LA FELICIDAD","Paz castro, D.","2020"
"Occupational Activity and Subjective Perception of the Quality of Life in Persons with Motor Disabilities in Poland","Peplinska, A.; Woloszko, K.","2014"
"Die qualitative Erfassung partnerschaftlicher Auswirkungen auf das Subjektive Wohlbefinden","Pfleger, C.","2013"
"Utrecht Monitor","Utrecht","2020"
"BIENESTAR EN REGIONES EXTREMAS DE CHILE: COMPARACIÓN DE LA SATISFACCIÓN","VARGAS SALFATEa, S.; PÁEZ, D.; OYANEDELa, J.C.","2016"
"Victimización de Pares y Satisfacción con la Vida: La Influencia del Apoyo de Profesores y Compañeros de la Escuela","Villalobos-Parada, B.; Carrasco, C.; Sebastián Ortiz, D.O.","2016"
"Satisfacción Con La Vida En México: La Relación Con Los Factores.","Verduzco, L.R.","2019"
"Holistic and Sustainable Quality of Life - Conceptualization and Application","Petrovic, F.; Murgas, F.","2020"
"Linking Sustainability and Happiness. What Kind of Happiness?","Petrovic, F.; Murgas, F.","2020"
"Critical Factors Affecting the Happiness: A Vietnamese Perspective","Phuc, N.; Vy, H.; Quyen, N.","2017"
"Soldiers’ Quality of Life","Piotrowski, A.; Kubacka, K.","2015"
"Estrés académico y felicidad en estudiantes de un instituto superior tecnológico de Lima – Norte, 2018 (Academische Stress En Geluk Bij Studenten Van Een Hoger Technologisch Instituut In Lima – Norte, 2018 )","Garibay, J.R.","2018"
"Quality of Life in Europe: Empirical Evidence","Poggi, A.; Bizzotto, B.; Devicienti, F.","2011"
"Why Are Maximizers Less Happy than Satisficers? Because They Maximize Positive and Negative Outcomes","Polman, E.","2010"
"Subjektives Wohlbefinden nach dem Rentenübertritt","Ponomarenko, V.","2020"
"SATISFACCIÓN CON LA VIDA Y ESTRATEGIAS DE AFRONTAMIENTO EN ESTUDIANTES DE UNA UNIVERSIDAD PÚBLICA DE TRUJILLO.”","Moya Padilla, M.I., .","2018"
"Happiness Research and Cost-Benefit Analysis","Posner, E.A.; Adler, M.D.","2007"
"Psychological Well-Being as a Correlate of Physical Well-Being among the Spouses of Indian Armed Force Personnel","Prachi, B.; Lata, P.","2017"
"Social Support, Happiness, and Self-Rated Health among Older Adults: A Population-Based Study","Saber, M.; Borhaninejad, V.; Rashedib, V.","2020"
"The Role of Family Functioning, Peer Attachment and Academic Performance in Predicting of Happiness in Adolescent Girls","Salehzadeh, M.; Fallahi, M.; Rahimi, M.","2017"
"Assessing Dam Infrastructure and Happiness of Rural Dwellers: A Case of Shiroro Hydro Electricity Dam Community in Nigeria","Salihu, M.E.","2015"
"Educational Mismatch and Job Aspirations a Subjective Wellbeing Analysis Using Quantile Regression","Salinas-Jiménez, M.d.; Artés, J.; Salinas-Jiménez, J.","2015"
"An Assessment of the Correlation between Happiness and Mizaj (temperament) of University Students in Persian Medicine","Salmannezhad, H.; Mojahedi, M.; Montazeri, A.","2017"
"Can Prosocial Spending Truly Increase Happiness? Experimental Investigation.","Salomon, R.","2018"
"Does Social Development Increase the Happiness Level? Evidence from Global Panel Data","SAMREEN1, I.; Majeed, M.T.","2019"
"Happiness and Cultural Tourism: The Perspective of Civil Participation","Sanagustín-Fons, V.M.; Tobar-Pesántez, L.B.","2020"
"Health and Happiness Perception among Family Health Strategy’ Workers in a City in Southern Brazil","Santos de Souza, A.; Guimarães Alves, G.; Gonçalves Câmara, S.","2019"
"Turkish Version of the Short Depression-Happiness Scale (sdhs): A Validity and Reliability Study","Sapmaz, F.; Temizel, S.","2013"
"Construction of the Subjective Well Being Scale","Saputra, A.; Tentama, F.","2020"
"Disability-Based Disparities in Adolescent Subjective Well-Being","Savage, A.","2017"
"Le petit livre du bonheur","Gaucher, R.","2020"
"Predictores de la satisfacción vital y de los síntomas depresivos en la adolescencia","Gómez Baya, D.","2014"
"Contribution à une synthèse des connaissances sur la satisfaction dans la vie : regard psychologique sur une réalité plurielle","Gosselin, É.","2005"
"Tracking the Effects of Parenthood on Subjective Well-Being: Evidence from Hungary","Radó, M.K.","2020"
"Een studie naar het geluk van senioren en de rol van de woonomgeving daarin.","van den Heuvel, J.","2008"
"Antecedents and Outcomes of Happiness of Managers in the Agricultural Sector in South Africa","Swart, J.P.","2011"
"Envelhecer atuando: bem-estar subjetivo, apoio social e resiliência em participantes de grupo de teatro","Resende, M.C.; Ferreira, A.A.; Naves, G.G.","2010"
"Reflections on the Mediterranean","Jurcevic, K.; Lipovan, L.K.; Ramljak, O.","2019"
"PROCESSUS DE RÉALISATION DES BUTS PERSONNELS ET BIEN-ÊTRE SUBJECTIF : SYNTHÈSE ET APPLICATIONS","Julio, L.","2017"
"Life Satisfaction and Perceived Social Support as Predictors of Retirement Stress among Nigeria Public Service Retirees.","Etodike, C.N.; Ezeh., .N.; Chukwura, E.N.","2017"
"Bienestar Subjetivo ante la ocurrencia de desastres naturales. El caso del terremoto del 2010 en Chile","Espinoza, C.S.; Lopez, D.B.","2020"
"Propiedades psicométricas del Cuestionario de Satisfacción con la Vida en adolescentes y jóvenes.","Espinosa requesens, M.F.","2021"
"Relevancia de los estilos de personalidad y las metas personales en la predicción de la satisfacción vital","Díaz Morales, J.F.; Sánchez-López, P.","2001"
"Geluk zou centrale rol in Monitor Brede Welvaart moeten vervullen","De groot, A.","2019"
"NIVEL DE SATISFACCIÓN VITAL DE LAS ABUELAS CUIDADORAS DE LOS NIETOS QUE ACUDEN AL CENTRO DE SALUD MARITZA CAMPOS.","Salas, Y.Y.","2018"
"La Felicidad en los Estudiantes de Educación Superior en Lima Metropolitana","Paz, E.D.; Alvarado, Y.K.; Cabanillas, A.R.","2018"
"TER OU SER? O MATERIALISMO E SUA RELAÇÃO COM A SATISFAÇÃO DE VIDA EM ADOLESCENTES","Palhares, F.","2015"
"Influence des indices boursiers sur le bonheur des citoyens","Nathan, C., .","2020"
"Sinif Tekrari Yapan Ögrencilerin Akademik Erteleme Nedenleri","Kandemir, M.; Palanci, M.; Ilhan, T.","2017"
"Emotion and Value Perspectives in Sociological Investigation of Happiness","Kanasz, T.","2013"
"Well-Being of North Eastern Migrant Workers in Bangalore","Pradeep, D.; Adaina, .; Kahmei, S.I.","2020"
"Subjective Well-Being in Spanish Adolescents: Psychometric Properties of the Scale of Positive and Negative Experiences","Prado-Gasc, V.; Romero-Reignier, V.; Mesa-Gresa, P.","2020"
"Implementing Ordinal Regression Model for Analyzing Happiness Level in Indonesia","Pratiwi; Kismiantini","2019"
"Multiple Motherhoods: An Examination of Mother Status on Life Satisfaction and Psychological Distress","Pritchard, K.","2013"
"Enjoying Life Takes Time and Needs People, But Economic Progress Runs and Offers Things","Pugno, M.I.","2020"
"The Contribution of Work Satisfaction to the Life Satisfaction of Chilean Workers","Pujol-Xicoy, N.L.","2015"
"The Shirom-Melamed Vigor Measure for Students and how Vigor Relates to Academic Performance, Mental Health and Satisfaction with Life: Factorial Analysis and Construct Validity in Spanish Undergraduate University Students","Pulido-Martos, M.; Cortés-Denia, D.; Lopez-Zafra, E.","2020"
"Social Context and the Pathways to Happiness","Reece, C.D.","2014"
"Envelhecer atuando: bem-estar subjetivo, apoio social e resiliência em participantes de grupo de teatro","Crosara de Resende, M.; Alves Ferreira, A.; Galli Naves, G.","2010"
"Symmetry between Life Emplacement and Temperament in Women with Cancer of the Breast and Those Who Are Healthy, Based on their Mood","Reza, M.","2015"
"Relación Entre Orientación Laboral Y Satisfacción Con La Vida","Moreno Riascos, G.; Rengifo Nasner, A.; Cabrera Gómez, C.C.","2017"
"Gross National Happiness in Brazil: An Analysis of Its Determinants","Lopes Ribeiro, L.; Lemos Marinho, E.L.","2017"
"Bonheur Et Politique : Une Étude Comparée Des Provinces Canadiennes","Richard, A.","2017"
"Elternschaft Und Wohlbefinden","Riederer, B.E.","2018"
"Striving for a Happier America: Lessons from Denmark","Ringquist, L.P.","2011"
"Evolutionary Theories of Emotional States and Quality of Life","Röckner, N.","2011"
"Social Representation of Conditions for Happiness and Living Experiences Source of Happiness in Chile and Italy","Rodríguez-Araneda, M.J.","2013"
"The Role of Positive Attitudes, Satisfaction and Joy or Living as Elements of Happiness","Rodriguez-hernandez, G.; Dominguez-zacarias, G.; Sanchez franco, E.G.","2016"
"Measurement, Research and Inclusion in Public Policy of Subjective Wellbeing: Latin America","Dutrénit, G.; Zúñiga-Bello, P.","2016"
"Handbook of Happiness Research in Latin America","Rojas, M.","2016"
"Sobrecarga E Satisfação Com a Vida: A Percepção Dos Cuidadores Informais De Idosos","de Azevedo Antunes Rolo, L.C.","2008"
"Overcoming the Consequences of Unemployment Labor Market Success and Well-Being of the Unemployed","Rose, D.","2018"
"The Well-Being and Identities of 14-  to 26-Year-Old Intercountry Adoptees and their Non-Adopted Migrant Peers in Western Australia","Rosenwald, G.","2009"
"Darwin's Happiness Hypothesis: Subjective Well Being in an Individual Panel from an Evolutionary Perspective","Roth, C.P.","2013"
"??? ????","Do, K.J.","2016"
"Concept Analysis of Happiness","Do, K.J.","2016"
"Critical Analysis of Happiness Education for Progressive Nigeria","Abdulganiy aremu, S.; Abiodun jubril, O.; Surajudeen ajao, E.","2020"
"The Effect Of Happiness Training On Students’ Mental Health And Level Of Happiness Based On Fordyce Cognitive-  Behavioral Technique","Raeisi, Z.","2019"
"KEBERMAKNAAN HIDUP UNTUK MENINGKATKAN KEBAHAGIAAN PADA PASIEN PENDERITA PENYAKIT KRONIS DI RSUD MAYJEN","Persyaratan, S.","2018"
"??????? ?????? ???????? ???????? ?????????? ???????????? ??????","Klepikova, O.B.","2020"
"Ancient Origins of Modern Scientific Research Human Welfare.","Klepikova, O.B.","2020"
"A Study of the Relationship between Secure Base Leadership and Schools’ Staff Happiness: Mediating Role of Psychological Safety","Khalijian, S.; Shams, G.; Pardakhtchi, M.H.","2017"
"The Effectiveness Of Spiritual Intelligence Training On Subjective Well-Being In Gifted Students.","Kaboutari, F.; Abedi, A.; Ghamarani, A.","2016"
"A Study On The Positive Effects Of Forest Activities For Children From Economically Underprivileged Households On Their Emotional State, Life Satisfaction, And Ego-Resilience","Hwa, K.","2014"
"The Connection between Life Satisfaction, Physical Activity and Friends Physical Activity in Young Adults over Time.","Hostad, I.E.","2014"
"Der Einfluss von Kindern auf das subjektive Wohlbefinden der Eltern","Graf, S.","2013"
"Religiusitas dan Kesejahteraan Psikologis Dimediasi Oleh Kebahagiaan Siswa","Atikasari, F.","2020"
"Happiness, Anger, and Perception of Organizational Justice among Sector Employees","Alsaaqan, A.","2018"
"PENGARUH ANTARA STRATEGI COPING DENGAN KEBAHAGIAAN","Ariyanti, Z.S.","2016"
"Happiness in Teenagers in Abration Area.","Herbyanti, D.","2009"
"Happiness as Realization of the Ideal: What Criterion Do We Use to Rate Our Happiness?","Takahashi, Y.","2020"
"LAIMES IZPRATNE LATGALIEŠU PASAKAS","Juško-Štekele, A.","2008"
"ULOGA SMISLA ZA HUMOR U SUBJEKTIVNOM BLAGOSTANJU","Ivkovic, S.","2017"
"Subjective Well-Being of the Adolescents: A Comparative Study between Argentina and Brazil","Castella Sarriera, J.; Saforcada, E.; Tonon, G.","2012"
"International Spinal Cord Injury Quality of Life Basic Data Set","Charlifue, S.; Biering-Sørensen, F.; Catz, A.","2012"
"Connection between the Two Poles of Personality-Narcissism and Happiness and Its Colorful Reflection in the Lives of Two Distinct Statuses of Women","Chatterjee, S.","2015"
"I Felt Sad and Did Not Enjoy Life: Cultural Context and the Associations between Anhedonia, Depressed Mood, and Momentary Emotions","Chentsova-Dutton, Y.E.; Ryder, A.G.; Reyes, J.","2015"
"Happy Life Expectancy and Correlates of Happiness among Older Adults in South Africa","Chirinda, W.; Phaswana-Mafuya, N.","2018"
"Leisure Attitude and Satisfaction with Leisure and Life: Proposing Leisure Prioritization and Justification","Choi, S.; Yoo, Y.","2016"
"Exploring Subjective Well-Being: Insights for Researchers and Practitioners","Ciziceno, M.","2018"
"Measuring Social Well Being in the Big Data Era: Asking or Listening?","Curti, M.; Iacus, S.M.; Porro, G.","2015"
"Coping Strategies, Satisfaction with Life, Anxiety and Self-Esteem: The Role of Alcohol","Custódio langane, M.","2013"
"Objective and Subjective Quality of Life in Poland","Czapinski, J.; Panek, T.","2012"
"Changing Value System and Life Satisfaction in Hungary","Deak, Z.","2016"
"Ffect of Air Quality on Happiness and Mental Health in India","Deshpande, K.","2020"
"Happiness Adaptation to Income and to Status in an Individual","rditella@hbs.edu, R.; Haisken-De New, J.; MacCulloch, R.","2007"
"Informal Carers: A Matter of Must, Can or Want.","Dykstra, P.A.; van Putten, A.","2010"
"Auf Dem Weg Zur Glückspolitik. Erarbeitung Der Grundlagen Zur Erstellung Eines „glücksindex“ Für Industrienationen","Schaumann, P.","2014"
"Langsschnittliche Analysen Zur Entwicklung Der Zufriedenheit Im Hoheren Lebensalter","Schilling, O.","2003"
